AEP_SI,BP_SI,BSAC_SI,CHTR_SI,CMCSA_SI,GOOG_SI,HON_SI,HSBC_SI,MCD_SI,MMM_SI,NEE_SI,PM_SI,UNH_SI,UPS_SI,XOM_SI,DATE,DJI_SI,VIX_SI,GSPC_SI,CLF_SI,GCF_SI,TNX_SI
1641900,8722600,423300,551600,9592100,15598000,2063750,1501500,2492700,1893600,5369600,3518600,2522600,2748900,11335700,2017-03-14,48.45000076293945,1203.0999755859375,20848.599609375,2368.550048828125,2.6080000400543213,11.390000343322754
1776000,8939000,253000,1125000,11142600,27630000,3757424,1917300,3529300,2047000,8121200,3665600,2807600,3253800,11970300,2017-03-15,48.7599983215332,1198.199951171875,20874.779296875,2370.340087890625,2.5769999027252197,12.119999885559082
1615300,7129500,308400,725000,13028300,19552000,2861602,2324800,3945700,1937100,10442800,4002000,3138600,2409400,9923800,2017-03-16,49.0099983215332,1222.199951171875,20969.26953125,2387.7099609375,2.5220000743865967,11.289999961853027
3823600,4572100,332100,1451000,32703100,34246000,4006263,2367000,12532700,4228100,18648400,8831000,5622900,4412200,18834100,2017-03-17,48.790000915527344,1227.0999755859375,20965.369140625,2383.7099609375,2.5220000743865967,11.380000114440918
1861500,4048900,487300,752800,11041000,24630000,2118839,2041500,3415500,2085600,7566800,5682600,3928600,2370900,7700300,2017-03-20,48.70000076293945,1229.300048828125,20916.26953125,2378.239990234375,2.503999948501587,11.710000038146973
3159300,5606100,616800,801100,18806700,49270000,2466693,2746100,4062400,1895100,9536400,6947200,4953100,3088500,13387700,2017-03-21,47.93000030517578,1226.4000244140625,20956.330078125,2379.320068359375,2.493000030517578,11.149999618530273
2609300,4982800,635000,803300,11088900,28030000,2192709,2633900,3174200,1627300,5535200,5343100,2999800,2282200,11168400,2017-03-22,48.15999984741211,1247.9000244140625,20640.419921875,2343.0,2.4189999103546143,12.949999809265137
2554400,5184300,517500,1001500,11690900,69742000,1847046,2164600,2774500,1482000,6200400,4522100,3947400,2414200,8928000,2017-03-23,48.150001525878906,1246.4000244140625,20645.0703125,2345.969970703125,2.4119999408721924,12.649999618530273
1969500,4488600,298400,1442000,17814800,39620000,2318641,1741100,3568200,1435400,5728000,6601600,5243900,2526900,9128500,2017-03-24,47.66999816894531,1248.0,20674.44921875,2350.419921875,2.4159998893737793,12.859999656677246
2565000,3405000,454000,1168900,13473700,37886000,3472588,2366500,2540400,1984600,8160000,4521600,4383000,2148400,8481200,2017-03-27,48.119998931884766,1255.800048828125,20488.349609375,2329.110107421875,2.3589999675750732,14.779999732971191
2645000,5862800,513200,1190300,14389600,32410000,2059368,1819000,3487400,2330200,5511200,4000900,7327100,3191600,11028600,2017-03-28,47.88999938964844,1255.9000244140625,20542.140625,2339.7900390625,2.365999937057495,12.4399995803833
2272400,5369600,554500,810800,10407800,35726000,1608118,1623100,3197800,1692200,4426800,3613200,5900400,1889300,8495500,2017-03-29,48.470001220703125,1252.199951171875,20675.75,2356.5400390625,2.4030001163482666,11.539999961853027
2080900,5921100,248400,850600,10232300,21106000,1858314,1692600,2018000,1835400,13592400,2968100,2993800,1721600,44704900,2017-03-30,49.599998474121094,1253.0999755859375,20662.7890625,2361.31005859375,2.381999969482422,11.369999885559082
2259700,4835300,334500,1050200,15556500,28038000,2783454,1625900,3041700,1730000,9346000,3790700,3496100,2478100,21750400,2017-03-31,50.31999969482422,1242.0999755859375,20700.33984375,2364.820068359375,2.4140000343322754,11.609999656677246
1939900,5370400,485500,1121600,16497700,33430000,3031251,2209600,3287100,1546700,6970000,3333400,3473700,2645900,11438700,2017-04-03,50.689998626708984,1247.5,20665.169921875,2362.340087890625,2.380000114440918,12.59000015258789
1767600,5367800,513900,1618900,13177000,20908000,1845794,1522600,3414000,1349900,5436400,7336000,2886000,2138600,9270900,2017-04-04,50.2400016784668,1253.0999755859375,20634.939453125,2354.760009765625,2.325000047683716,12.710000038146973
2162700,7381400,358000,1535100,18128600,31106000,2697691,2678500,4052200,1448700,7146400,4072800,3541600,2622900,13809100,2017-04-05,51.18000030517578,1255.4000244140625,20745.060546875,2366.590087890625,2.377000093460083,11.890000343322754
2073500,5873700,459500,1638100,23316500,25088000,2166729,1807400,3856900,1627400,6118000,4358900,2923600,2824600,9554900,2017-04-06,50.79999923706055,1256.0999755859375,20653.76953125,2353.7900390625,2.3480000495910645,13.109999656677246
2934600,4186800,289300,1494500,14346000,21146000,1944495,1330700,2176600,1025200,7067200,5636900,2927800,3212200,8909600,2017-04-07,51.70000076293945,1249.5,20647.810546875,2356.590087890625,2.313999891281128,13.170000076293945
1556700,5072500,264800,965600,12640000,19578000,2366427,1422200,2709300,1682700,4207600,4973500,3234900,3687700,8885300,2017-04-10,52.310001373291016,1252.699951171875,20668.220703125,2357.159912109375,2.390000104904175,13.239999771118164
2046600,7661400,455300,877300,20042400,21594000,1989881,1882700,3677600,1459600,4214400,3587100,3172900,3029400,8576500,2017-04-11,53.130001068115234,1254.5,20644.3203125,2353.919921875,2.3429999351501465,14.319999694824219
2286700,6585900,451900,1061600,17486000,18010000,2838439,1292600,3195500,1416100,5874800,4141800,2978700,3036000,9516100,2017-04-12,53.400001525878906,1275.0,20637.94921875,2352.14990234375,2.2929999828338623,15.15999984741211
1899000,8907200,422400,705200,18033900,22448000,1750432,2842600,2429200,1274400,7746400,3098300,1979800,2840900,8667900,2017-04-13,52.849998474121094,1285.300048828125,20561.689453125,2341.97998046875,2.239000082015991,15.890000343322754
1452600,5282900,313900,730300,14475200,17900000,1937713,1544000,3236400,1543600,4508400,4105500,4396700,1723800,9577200,2017-04-17,52.970001220703125,1291.800048828125,20484.75,2332.6201171875,2.2200000286102295,16.190000534057617
2427400,6567200,459100,1392600,23066600,16734000,1738329,2775200,3617400,1176900,7822400,5275000,5526200,3042300,8821400,2017-04-18,52.75,1283.9000244140625,20561.390625,2342.530029296875,2.2230000495910645,14.5
2802200,7082800,465400,1011000,15479800,19084000,1919559,2413400,3132800,1340400,8320000,3688400,4703400,2047100,10764400,2017-04-19,52.36000061035156,1288.0,20503.51953125,2346.7900390625,2.2090001106262207,14.0
2518300,5689600,651400,888000,17250100,19180000,4150350,2083300,2697300,1748200,8054800,9707200,3652100,2424700,11649100,2017-04-20,50.630001068115234,1279.699951171875,20406.6796875,2342.68994140625,2.2360000610351562,14.59000015258789
2721100,5437800,310100,1092200,17106900,26472000,6554233,1405400,3466100,2584200,10480800,4695700,2982300,3040600,9816700,2017-04-21,50.709999084472656,1279.800048828125,20578.099609375,2354.739990234375,2.239000082015991,13.850000381469727
2714500,4980300,643300,1138200,20029900,27450000,5885549,2764200,5041000,2709600,9744400,4382900,2830300,2441500,8729700,2017-04-24,49.68000030517578,1275.0,20723.58984375,2370.330078125,2.312999963760376,11.5600004196167
1824500,4428900,663600,1405600,12523800,33440000,6748192,2075500,10893800,4182200,5167200,3827400,3394700,2626100,10733800,2017-04-25,49.220001220703125,1275.5999755859375,20915.509765625,2381.510009765625,2.305000066757202,10.8100004196167
2821600,6208100,385200,1495400,31464100,24744000,4894260,1759400,7132200,2641200,5967200,3778400,2817500,4565600,9445900,2017-04-26,49.36000061035156,1266.0,21009.94921875,2388.97998046875,2.3399999141693115,10.609999656677246
2225400,5884800,416900,865200,35177200,40536000,3584227,1520600,5183700,1770200,5624000,5509600,2438600,4672800,12385300,2017-04-27,49.220001220703125,1266.699951171875,20991.119140625,2389.699951171875,2.311000108718872,10.720000267028809
2671300,4257900,405700,1251700,19452000,65526000,6238723,1864200,4779900,2467100,6652800,3694300,2010800,3112000,12072200,2017-04-28,49.27000045776367,1265.9000244140625,20987.390625,2393.679931640625,2.312999963760376,10.390000343322754
1694400,5488800,373500,1528300,15976800,42320000,3300853,1027900,3747200,1498500,7204000,2350200,2709700,1976600,8664100,2017-05-01,49.16999816894531,1268.699951171875,20962.73046875,2388.5,2.2909998893737793,10.920000076293945
3172000,8663500,526500,2490300,14481800,31744000,4119988,3087500,3774100,2467200,6858400,2926300,4951000,1908800,9102900,2017-05-02,48.779998779296875,1256.199951171875,20941.189453125,2391.050048828125,2.3380000591278076,10.149999618530273
1879000,5648200,546400,4124300,26298700,29990000,4691850,1751700,4278400,2339500,6574400,2915500,3622200,1909000,10289000,2017-05-03,48.119998931884766,1255.0999755859375,20915.0,2386.5,2.2790000438690186,10.5600004196167
2285000,5219100,488800,1782300,17685300,28442000,2949869,4575400,4178800,2320800,7013200,3496000,2585200,1744300,16164500,2017-05-04,47.599998474121094,1239.800048828125,20987.830078125,2389.7900390625,2.3410000801086426,10.710000038146973
2674800,6863500,276000,1989000,17640700,38226000,4625805,1682500,2452700,1688600,7312400,2883200,2189000,2221500,10213000,2017-05-05,45.5099983215332,1227.0,20929.0390625,2392.3701171875,2.3610000610351562,10.510000228881836
2650900,5413200,296500,3222000,17214400,26596000,2441652,1478100,2813000,1575900,5804800,3688200,2505900,2508200,8097100,2017-05-08,46.349998474121094,1224.0,20991.259765625,2399.93994140625,2.3329999446868896,10.529999732971191
2340700,6777200,327300,1476500,12511400,31636000,3043458,2309500,3053800,1747800,6190000,4491600,1653700,2336500,8647100,2017-05-09,46.4900016784668,1226.0999755859375,21022.279296875,2401.580078125,2.3889999389648438,9.869999885559082
2236300,5699100,391700,940300,12920700,23478000,2531485,2127200,2273300,2247700,7498800,3623800,1568700,3713100,9520300,2017-05-10,46.18000030517578,1219.800048828125,20958.490234375,2396.7900390625,2.38100004196167,9.75
1491200,6669900,243800,1071100,13483700,16700000,2169337,2781900,1941900,1705000,3581200,3581600,1901300,3076700,10047300,2017-05-11,47.38999938964844,1218.5,20925.720703125,2394.840087890625,2.3940000534057617,10.34000015258789
2241700,4780500,463000,1523700,12481000,21012000,2261361,1615400,2747900,1323100,6115200,2407500,2335400,2052300,7480200,2017-05-12,47.810001373291016,1228.0,20893.189453125,2392.43994140625,2.378999948501587,10.720000267028809
2427700,8786200,398100,1944100,11902000,22162000,2410665,1882900,3332800,1474500,7712400,2332000,2831400,2592900,10881500,2017-05-15,47.849998474121094,1227.5,20923.630859375,2393.97998046875,2.3420000076293945,10.539999961853027
1556700,9797600,430700,1459300,17815900,19390000,1962962,1803300,3540900,1183600,5438000,3851100,4343700,2458300,9574200,2017-05-16,48.81999969482422,1230.4000244140625,20984.48046875,2404.550048828125,2.3540000915527344,10.460000038146973
2243900,9601000,270300,2390100,22168800,47242000,3272787,2555900,3875600,1881800,7484800,4562800,4442300,3073100,11151100,2017-05-17,48.22999954223633,1241.0,20846.169921875,2382.949951171875,2.2869999408721924,11.890000343322754
2139900,10847100,387000,1797400,20337400,31938000,2522199,1963100,2730900,1929000,8878000,3350700,3908000,2890800,9905800,2017-05-18,48.93000030517578,1254.800048828125,20579.650390625,2354.68994140625,2.196000099182129,14.0600004196167
2377600,6528200,357100,1920800,18739600,27860000,2606606,1857000,4071200,1894700,6914800,4236100,3877300,2361200,13028500,2017-05-19,49.279998779296875,1252.699951171875,20698.279296875,2371.3701171875,2.246999979019165,14.229999542236328
2881500,6332100,284000,1841700,13109600,22408000,2280872,1622900,3294500,1835900,8549600,3687600,3480300,1916000,9218700,2017-05-22,50.599998474121094,1251.699951171875,20867.76953125,2387.2099609375,2.249000072479248,12.289999961853027
2251900,4327000,563900,1444100,15488500,25416000,2390319,1535800,3262300,1514200,7788800,3796000,2471500,2099600,6857200,2017-05-23,51.040000915527344,1261.5,20908.669921875,2397.0400390625,2.244999885559082,11.0
1997700,6223000,387100,1789300,17023700,20496000,2261048,1350100,3348900,1206400,6207200,2618600,1612300,1865300,8136000,2017-05-24,51.439998626708984,1251.9000244140625,20949.2109375,2401.409912109375,2.2760000228881836,10.609999656677246
2214200,8780300,227100,2180000,35101100,33210000,2610780,1337400,3408100,1508000,4765200,3072900,3212200,2391800,12370900,2017-05-25,51.25,1257.0999755859375,21062.9609375,2409.5400390625,2.247999906539917,9.819999694824219
3464800,3569000,183900,926700,18189500,25040000,2809017,1442900,3258200,1410600,4430000,2243100,1583600,1826000,8227100,2017-05-26,48.75,1267.5999755859375,21070.150390625,2414.5,2.2339999675750732,9.930000305175781
2027900,7053500,324300,1062400,25469500,29334000,2815590,1244500,3113900,2171100,11000400,2860300,2285700,2400800,8973600,2017-05-30,49.93000030517578,1267.4000244140625,21045.490234375,2411.669921875,2.23799991607666,10.609999656677246
2857100,7845700,380900,2012000,26340500,48962000,2271899,2077200,6415700,3096800,13267600,4719000,3320400,5007300,13572300,2017-05-31,49.650001525878906,1262.4000244140625,21048.4609375,2415.6298828125,2.2200000286102295,10.100000381469727
2715100,6488400,676500,2390000,17969800,28210000,2396475,1440000,4349800,2352700,6446400,4730000,2890600,4832300,9884100,2017-06-01,48.630001068115234,1268.0,21030.55078125,2415.64990234375,2.2290000915527344,10.420000076293945
2583700,6487500,645100,1586300,17387000,35020000,2746624,1055800,4316700,1831900,7339600,3133300,2610100,4182800,21687300,2017-06-02,48.040000915527344,1265.199951171875,21142.08984375,2431.280029296875,2.2060000896453857,10.079999923706055
2723200,4110500,305800,1479000,14300000,25042000,2592312,952600,2633700,1253100,4325600,2625500,2640600,2619900,11527100,2017-06-05,47.709999084472656,1279.199951171875,21195.029296875,2437.830078125,2.174999952316284,10.079999923706055
2485900,4346500,518400,1042000,12869000,36292000,2065524,1466400,3661900,1458800,8223600,3583100,3443900,2593900,12208600,2017-06-06,47.400001525878906,1279.4000244140625,21145.48046875,2431.919921875,2.1419999599456787,10.1899995803833
2565300,9375800,907700,966000,12862700,29078000,2165477,1285600,2922900,1885600,5715200,3235800,3783600,2442300,13096500,2017-06-07,47.97999954223633,1291.5999755859375,21171.5703125,2432.030029296875,2.1540000438690186,10.479999542236328
2679900,4242500,611400,1990800,25478600,29638000,2689866,1286500,3709900,2451300,6776400,4088500,3079900,2322100,11720700,2017-06-08,45.849998474121094,1285.4000244140625,21169.759765625,2434.27001953125,2.2019999027252197,10.270000457763672
2271600,5856700,409900,1442800,20497000,66188000,2422768,2017600,4143100,1893100,7172800,4160000,2392200,2834200,13553900,2017-06-09,45.709999084472656,1277.9000244140625,21208.9609375,2436.389892578125,2.2090001106262207,9.930000305175781
3169400,4442300,386200,1395700,15749200,75270000,2327510,1323500,5902600,2388200,8946400,4786700,3705600,3337500,18172900,2017-06-12,45.79999923706055,1266.4000244140625,21259.94921875,2425.8798828125,2.2109999656677246,11.1899995803833
1800200,4384100,647900,1106300,11430000,40266000,2811521,1145300,4267700,1688800,6944400,4336000,2458500,2507300,12175500,2017-06-13,46.0099983215332,1264.0999755859375,21256.830078125,2434.14990234375,2.2130000591278076,11.119999885559082
1792200,5904600,431000,1276600,12170800,29794000,2180084,1414100,2675500,1585300,5689200,3780300,2039300,2434300,13714000,2017-06-14,45.939998626708984,1269.4000244140625,21342.7109375,2443.75,2.200000047683716,10.329999923706055
2311500,7445200,314300,1318700,12179100,42662000,2940270,1510200,2517500,1594100,11065600,3854700,3078700,2311600,11862600,2017-06-15,44.689998626708984,1263.199951171875,21291.689453125,2424.139892578125,2.1519999504089355,11.0600004196167
3326400,5143600,349500,2406100,27387600,61894000,3630969,1551200,5443900,3420600,10408800,7117900,4473300,4107600,39726100,2017-06-16,44.25,1252.800048828125,21335.9296875,2431.239990234375,2.1740000247955322,10.630000114440918
2076300,6064700,218600,1883700,15147400,30666000,2948095,1172400,3263800,1667600,9268400,2983900,3887100,2150900,10445700,2017-06-19,44.68000030517578,1252.0999755859375,21444.75,2442.550048828125,2.1459999084472656,10.569999694824219
2486600,8766500,369700,2161100,27959000,22520000,2013774,1492200,3614400,1531200,8612800,3051700,2742600,2081000,13232600,2017-06-20,44.11000061035156,1242.199951171875,21521.25,2450.659912109375,2.1740000247955322,10.279999732971191
6134900,7100800,333400,1045900,20115900,24044000,2642393,1368200,2448500,1812900,6520800,3180600,2866300,2796900,11422300,2017-06-21,43.380001068115234,1244.0999755859375,21466.390625,2439.31005859375,2.1670000553131104,11.029999732971191
2172100,4961400,262100,1116000,18584000,18828000,1960876,1214900,2003800,1400400,7685600,2209900,3841300,1613600,8139900,2017-06-22,42.54999923706055,1251.0,21407.98046875,2437.39990234375,2.1579999923706055,10.8100004196167
2431800,3501200,522800,3100600,27861300,30558000,6590333,1158100,2214700,1584900,11007600,3391400,3438500,4352100,10611200,2017-06-23,42.79999923706055,1250.0,21380.919921875,2434.64990234375,2.1549999713897705,10.25
2026000,3762400,213400,941900,18124300,31968000,1309928,1571600,2360900,1352100,7911200,1789400,2327400,2199700,7718700,2017-06-26,43.15999984741211,1260.199951171875,21434.6796875,2443.320068359375,2.1440000534057617,10.130000114440918
3003600,4930900,289400,1448200,25062400,51598000,2028589,1716600,2139000,2240200,9662800,3972400,2682800,2154600,9221600,2017-06-27,43.4900016784668,1251.5999755859375,21411.189453125,2436.340087890625,2.1700000762939453,10.039999961853027
2553900,4845300,339700,1513300,18067400,54428000,2514478,2781300,1302800,1542900,8363600,1848000,2451200,2996400,9189700,2017-06-28,43.70000076293945,1248.5,21372.359375,2428.699951171875,2.2090001106262207,11.170000076293945
3112100,3545000,357100,2025200,24803600,65984000,1913299,5372800,1975900,1809900,11584000,3227300,2193600,2208800,20525100,2017-06-29,44.88999938964844,1248.199951171875,21487.380859375,2442.3798828125,2.2790000438690186,9.789999961853027
2130200,4807300,296800,1394600,18261600,41804000,1844646,1750900,2508200,1770000,8531600,3222900,2392000,2178100,14000600,2017-06-30,44.88999938964844,1243.699951171875,21348.599609375,2429.199951171875,2.265000104904175,11.739999771118164
1592000,2301700,127800,793700,11541700,34196000,943190,1371500,1100700,1040200,4121200,1632700,2087000,1288200,8422300,2017-07-03,46.279998779296875,1236.0,21392.30078125,2431.389892578125,2.309000015258789,11.069999694824219
2735700,5307000,1076800,1341900,20074100,36278000,1952320,1625000,2497300,1065300,7705600,3667900,2587400,1628700,9830800,2017-07-05,47.040000915527344,1222.5,21492.830078125,2430.780029296875,2.3359999656677246,11.199999809265137
2147800,4064500,468400,1251900,14121900,28490000,1492619,1427200,2019800,1189900,6964400,3831000,1844700,1637200,9822400,2017-07-06,45.650001525878906,1225.0999755859375,21423.9296875,2423.43994140625,2.372999906539917,11.199999809265137
1747500,4046700,623600,870500,17471300,32756000,1805521,1381400,4117800,1531000,5514000,2713100,2252500,1742700,10777800,2017-07-07,45.349998474121094,1219.0999755859375,21354.66015625,2413.52001953125,2.38700008392334,12.479999542236328
1567600,3175700,437400,1016000,13675400,23856000,2140332,1573500,2402200,1308400,6750400,2492400,2612000,1698700,6338300,2017-07-10,44.349998474121094,1211.4000244140625,21381.23046875,2424.510009765625,2.372999906539917,11.260000228881836
1813100,4571800,617200,953300,19858600,22264000,2026398,2066900,2008800,1268100,7593600,3465600,2664500,1785900,9681100,2017-07-11,44.58000183105469,1208.699951171875,21410.169921875,2427.35009765625,2.38700008392334,10.789999961853027
2287800,4597200,1081600,1071200,13415500,30642000,1765769,1406300,2094900,1447900,6771600,2949200,3342800,2196000,7974000,2017-07-12,45.7400016784668,1218.300048828125,21467.9296875,2435.75,2.3519999980926514,10.850000381469727
3489100,2698000,792800,930200,15999300,25894000,2551517,1156700,3169700,1138800,5557200,3770400,2379300,2285900,5582300,2017-07-13,45.439998626708984,1221.4000244140625,21537.189453125,2444.989990234375,2.3320000171661377,10.069999694824219
4900500,3131300,807400,1086000,19790200,21076000,1872399,1358800,2440200,1062000,5052800,3826800,2716700,3275700,7497200,2017-07-14,46.08000183105469,1214.9000244140625,21532.76953125,2449.159912109375,2.3359999656677246,10.09000015258789
2885100,3289100,751200,967100,10835700,23310000,1490324,722400,2408700,1311300,11244400,2841200,2444600,2615100,7914700,2017-07-17,46.68000030517578,1229.9000244140625,21633.970703125,2459.5,2.305000066757202,9.770000457763672
2721400,2695600,484900,895200,11932000,23080000,1774533,997700,3890300,1562600,5471600,3217800,4235800,2142400,8046100,2017-07-18,45.9900016784668,1236.199951171875,21589.939453125,2455.8798828125,2.2929999828338623,9.859999656677246
2981300,3684300,980400,1256300,11517800,24490000,2300069,1607000,3072200,825300,3773600,5003800,3401600,2541800,9393200,2017-07-19,46.25,1240.4000244140625,21569.25,2463.85009765625,2.2709999084472656,9.6899995803833
3771000,3654500,540800,1244800,14159300,32490000,3071420,1490400,2240200,1347400,6280000,6564100,3099600,2237100,9681000,2017-07-20,47.09000015258789,1236.5999755859375,21641.5390625,2475.56005859375,2.255000114440918,9.65999984741211
2922300,3725600,1063800,1340200,11648300,34220000,3701917,1425400,3522400,2246200,5413600,3543600,4911500,1772900,12268600,2017-07-21,46.90999984741211,1250.699951171875,21591.720703125,2467.39990234375,2.246000051498413,9.520000457763672
4129500,5127600,1844800,1473700,11227300,64966000,4048101,1320200,5307400,2165200,8410400,3935500,2356500,2296000,9403000,2017-07-24,45.619998931884766,1256.0,21577.779296875,2472.0400390625,2.244999885559082,9.9399995803833
1614100,3484100,404200,881700,17875100,93220000,3207160,2062700,9511400,6593000,5401200,4991700,1960100,2219400,11465300,2017-07-25,46.459999084472656,1252.699951171875,21638.560546875,2477.8798828125,2.2799999713897705,9.399999618530273
1962900,3045400,546800,2265800,25370700,41766000,2796392,1657200,4679000,2922100,7041600,4110900,2683500,2978400,10465100,2017-07-26,48.5099983215332,1244.800048828125,21690.380859375,2479.969970703125,2.328000068664551,9.25
4203300,3248500,412400,3552400,51419900,64260000,3829519,1264500,4624100,2174500,5680000,4439800,2631400,7446500,11149700,2017-07-27,48.70000076293945,1259.5999755859375,21717.419921875,2482.760009765625,2.306999921798706,9.329999923706055
2570900,5427600,346400,1600300,20378100,36928000,1926862,2270600,3964500,1488000,4625200,15993900,1925000,4274800,22800800,2017-07-28,49.16999816894531,1258.4000244140625,21787.509765625,2469.1201171875,2.328000068664551,10.619999885559082
2268900,5843800,583800,6272700,27131000,39402000,4026191,1966700,4272400,1833600,6780400,6421800,3767100,3564200,12820200,2017-07-31,49.849998474121094,1268.9000244140625,21863.390625,2475.93994140625,2.2939999103546143,10.529999732971191
1629000,10496700,636400,2274000,18798800,25554000,2994420,1913300,4185100,2015100,6042000,5708400,3336800,2663500,10421200,2017-08-01,50.209999084472656,1268.4000244140625,21961.419921875,2477.10009765625,2.305000066757202,10.1899995803833
1405000,4590900,465700,1370400,17281900,36488000,5036573,1305600,3326000,2029600,6688000,5701500,2463800,2256100,10410100,2017-08-02,48.79999923706055,1268.5,22004.359375,2480.3798828125,2.2709999084472656,10.079999923706055
1794100,4176000,437300,1006600,16315000,24050000,2666077,1187600,3666100,2054200,5674400,4265500,2886100,2515300,10136700,2017-08-03,49.59000015258789,1265.9000244140625,22007.580078125,2476.030029296875,2.243000030517578,10.470000267028809
1879500,3358800,324100,697900,11476600,21646000,3646202,1029800,4435400,1522700,5915600,4568000,2892300,2185400,8292200,2017-08-04,48.95000076293945,1269.0,22058.390625,2476.8798828125,2.2320001125335693,10.479999542236328
2007000,7773300,850500,1309000,12280800,20644000,3695657,622500,3252100,1172600,4819200,3844900,2074800,1696000,7893800,2017-08-07,49.59000015258789,1258.699951171875,22100.19921875,2477.139892578125,2.2760000228881836,10.1899995803833
2398000,5409500,653900,1913100,13626200,21232000,2157443,1180400,4234300,1856300,4750800,2813200,1741000,2809500,9028400,2017-08-08,49.310001373291016,1256.9000244140625,22095.140625,2478.35009765625,2.259999990463257,10.039999961853027
2492200,3907800,453100,3978100,17401800,23842000,2042466,1406400,3006500,1622200,11042000,2512400,2125900,1888700,8087100,2017-08-09,49.0,1260.199951171875,22022.33984375,2465.35009765625,2.2249999046325684,11.489999771118164
2053500,5157800,255500,2070000,20578400,36480000,3196935,1670800,3874500,1571500,5367600,3519100,2698600,2058200,12580300,2017-08-10,49.68000030517578,1276.5999755859375,21988.19921875,2465.3798828125,2.240999937057495,11.569999694824219
2007600,5004100,452700,2399800,16735300,24136000,2448643,1403600,2925000,1452800,5086000,2653800,2210700,2077900,10192400,2017-08-11,48.52000045776367,1286.300048828125,21883.3203125,2441.0400390625,2.1989998817443848,16.170000076293945
1865200,4150700,467100,2439900,18477600,21290000,2421724,1085500,2809100,1264400,3908000,3245000,2322000,2424900,8862500,2017-08-14,48.790000915527344,1288.4000244140625,21945.640625,2454.9599609375,2.2190001010894775,14.050000190734863
1289300,4589200,163600,2258100,13599400,17668000,1806564,920000,2160100,1048500,4777200,4005800,1595200,1985800,10350900,2017-08-15,47.4900016784668,1280.5,22029.91015625,2468.659912109375,2.260999917984009,11.779999732971191
1692400,4831100,992600,1727300,11617500,20134000,2088582,756900,2921800,1704300,5415200,3106100,1881600,2196300,9117100,2017-08-16,47.720001220703125,1271.300048828125,22031.9296875,2468.6298828125,2.2799999713897705,11.59000015258789
3318500,3724400,380100,1596000,15084600,25544000,3205595,1395700,3071600,1396500,5450800,3269000,2440900,2439900,13400400,2017-08-17,46.79999923706055,1283.800048828125,21984.740234375,2462.949951171875,2.240000009536743,11.8100004196167
2871400,4741100,321700,1304100,19547100,26854000,3106685,1264900,2595700,1838600,5754800,4178200,2858500,2249300,14324300,2017-08-18,46.93000030517578,1288.5999755859375,21724.880859375,2427.639892578125,2.184000015258789,15.380000114440918
1808200,3419900,328100,970800,16498100,18868000,1578174,1075700,2195100,1567600,3898000,2442300,1930500,1455200,10084900,2017-08-21,48.720001220703125,1285.199951171875,21671.359375,2425.5,2.177999973297119,14.59000015258789
1959100,4521100,1020600,993700,11752300,23334000,1748554,1052200,2122600,2091200,5402400,1882100,2021900,1594100,9503600,2017-08-22,47.45000076293945,1287.199951171875,21739.779296875,2433.75,2.2060000896453857,12.600000381469727
2379900,3809800,620600,1280600,11720800,21804000,1303355,1064900,2190700,1267300,5781200,2190000,1547000,1528400,7054300,2017-08-23,47.63999938964844,1289.4000244140625,21850.26953125,2444.8798828125,2.196000099182129,11.510000228881836
2123000,2413500,591600,1401100,14401700,25406000,2003653,881300,1634800,1230800,5164400,2806000,1923700,1147500,8678300,2017-08-24,48.36000061035156,1288.699951171875,21839.900390625,2447.909912109375,2.184999942779541,12.0600004196167
2067800,2948400,512500,758600,13409700,21068000,2083052,1312000,2019600,1238100,5036400,3109500,1375000,2015100,6844900,2017-08-25,47.619998931884766,1285.4000244140625,21819.080078125,2444.719970703125,2.196000099182129,12.199999809265137
1768100,2538800,525200,988000,8330900,21730000,1581722,1037500,2027300,1174700,3499600,2736600,2009900,1928000,8229700,2017-08-28,47.88999938964844,1293.5,21832.5,2447.35009765625,2.1760001182556152,12.09000015258789
1748900,2706100,393300,1118000,9145800,23712000,1773072,1370500,3283400,991300,5597200,2741900,2072200,2083100,7060400,2017-08-29,46.86000061035156,1318.800048828125,21718.0,2431.93994140625,2.111999988555908,13.329999923706055
1356800,2425300,421300,953900,11902100,26024000,1861444,1335200,2236500,1196200,4246000,2903600,1506700,1968500,8218000,2017-08-30,46.310001373291016,1308.199951171875,21859.759765625,2446.06005859375,2.1429998874664307,11.399999618530273
2787400,5133100,375000,1921800,14273400,31652000,3114719,1273900,2717000,1567900,6826000,4283000,2990200,3262200,15641700,2017-08-31,45.95000076293945,1306.5999755859375,21936.009765625,2462.64990234375,2.1429998874664307,11.069999694824219
1745400,4588500,537800,1240600,11343400,18948000,1835569,724700,1878300,1413000,4287200,3036800,2241800,1548400,7361100,2017-09-01,47.08000183105469,1320.199951171875,21981.76953125,2474.419921875,2.127000093460083,10.329999923706055
2824700,3694300,641800,1189200,11380700,26528000,2969067,1445700,4000500,1934500,4299200,3061600,2700800,1771500,12784800,2017-09-05,47.279998779296875,1335.199951171875,21912.369140625,2470.35009765625,2.138000011444092,11.75
2491900,6477200,591400,1664500,14572800,30554000,2545466,858100,4143300,2236200,9138400,3660400,3040200,2144400,18574400,2017-09-06,48.59000015258789,1340.0,21815.759765625,2463.830078125,2.075000047683716,12.270000457763672
